home_off_pass_ypg,home_def_pass_ypg,home_off_rush_ypg,home_def_rush_ypg,home_off_ppg,home_def_ppg,home_win_pct,away_off_pass_ypg,away_def_pass_ypg,away_off_rush_ypg,away_def_rush_ypg,away_off_ppg,away_def_ppg,away_win_pct,played,home_team,away_team,home_alias,away_alias,homePts,awayPts,winner,totalPts,home_passing_yards,away_passing_yards,home_rushing_yards,away_rushing_yards,week,season,fk
200.42857142857142,242.57142857142858,115.71428571428571,87.21428571428571,21.142857142857142,22.785714285714285,0.5714285714285714,242.57142857142858,208.14285714285714,123.92857142857143,120.78571428571429,31.285714285714285,19.428571428571427,0.7142857142857143,True,Titans,Rams,TEN,LA,23,27,away,50,269,286,97,116,16,2017,Titans_Rams_16_2017
238.2,193.8,120.66666666666667,87.13333333333334,23.933333333333334,16.133333333333333,0.8,176,213.06666666666666,117.2,105.53333333333333,16.933333333333334,19.8,0.3333333333333333,True,Vikings,Bears,MIN,CHI,23,10,home,33,180,171,147,30,17,2017,Vikings_Bears_17_2017
185.86666666666667,254.8,101,122.8,16.066666666666666,26.066666666666666,0.2,210.26666666666668,246.33333333333334,117.13333333333334,106.73333333333333,21.666666666666668,27.6,0.26666666666666666,True,Colts,Texans,IND,HOU,22,13,home,35,104,124,146,85,17,2017,Colts_Texans_17_2017
258.53333333333336,249.26666666666668,78,113.13333333333334,25,24.333333333333332,0.5333333333333333,200.93333333333334,232.26666666666668,108.06666666666666,116.13333333333334,20.6,23.266666666666666,0.4666666666666667,True,Lions,Packers,DET,GB,35,11,home,46,305,153,51,103,17,2017,Lions_Packers_17_2017
205,245.46666666666667,114.46666666666667,89.13333333333334,21.266666666666666,23.066666666666666,0.5333333333333333,229.8,173.46666666666667,145.26666666666668,116.26666666666667,27.133333333333333,16.866666666666667,0.6666666666666666,True,Titans,Jaguars,TEN,JAC,15,10,home,25,116,146,116,83,17,2017,Titans_Jaguars_17_2017
282.3333333333333,254.2,116.13333333333334,119.73333333333333,28.8,19.333333333333332,0.8,198.33333333333334,237.73333333333332,110.8,116,19.466666666666665,23.733333333333334,0.3333333333333333,True,Patriots,Jets,NE,NYJ,26,6,home,32,183,207,147,40,17,2017,Patriots_Jets_17_2017
239.2,231,136.33333333333334,75.86666666666666,30.466666666666665,19.266666666666666,0.8666666666666667,197.93333333333334,218.4,136.06666666666666,106.26666666666667,23.2,22.133333333333333,0.5333333333333333,True,Eagles,Cowboys,PHI,DAL,0,6,away,6,149,172,70,129,17,2017,Eagles_Cowboys_17_2017
189.06666666666666,213.86666666666667,115.86666666666666,108.93333333333334,24.533333333333335,18.133333333333333,0.6,193.93333333333334,212.33333333333334,81.33333333333333,128.53333333333333,17.266666666666666,21.466666666666665,0.4,True,Ravens,Bengals,BAL,CIN,27,31,away,58,194,213,118,146,17,2017,Ravens_Bengals_17_2017
223.86666666666667,260.1333333333333,85.93333333333334,124.8,15.2,25.2,0.13333333333333333,241,219.93333333333334,92.46666666666667,125.73333333333333,22.133333333333333,24.666666666666668,0.4666666666666667,True,Giants,Redskins,NYG,WAS,18,10,home,28,121,136,260,61,17,2017,Giants_Redskins_17_2017
245.46666666666667,212.2,123.4,119.2,31,19.666666666666668,0.7333333333333333,242.2,241,99.53333333333333,117.26666666666667,19.8,24.666666666666668,0.3333333333333333,True,Rams,49ers,LA,SF,13,34,away,47,149,292,102,169,17,2017,Rams_49ers_17_2017
230.8,213.6,101.86666666666666,113.86666666666666,22.8,20.4,0.6,233.13333333333333,223.06666666666666,84.66666666666667,88.86666666666666,17.933333333333334,22.466666666666665,0.4666666666666667,True,Seahawks,Cardinals,SEA,ARI,24,26,away,50,195,143,101,116,17,2017,Seahawks_Cardinals_17_2017
277.06666666666666,196.33333333333334,102.86666666666666,106.06666666666666,25.2,18.933333333333334,0.8,197.06666666666666,230.66666666666666,107.46666666666667,96.13333333333334,14,25.466666666666665,0,True,Steelers,Browns,PIT,CLE,28,24,home,52,224,272,124,102,17,2017,Steelers_Browns_17_2017
270.06666666666666,195,98.66666666666667,132.86666666666667,21.666666666666668,17.466666666666665,0.5333333333333333,226.66666666666666,231.86666666666667,96.6,108.53333333333333,19.4,22.866666666666667,0.4,True,Chargers,Raiders,LAC,OAK,30,10,home,40,380,231,115,105,17,2017,Chargers_Raiders_17_2017
245.26666666666668,217.86666666666667,119.13333333333334,105.2,22.066666666666666,20.333333333333332,0.6,194.4,223.6,134.33333333333334,89.93333333333334,23.533333333333335,20.333333333333332,0.7333333333333333,True,Falcons,Panthers,ATL,CAR,22,10,home,32,311,161,60,87,17,2017,Falcons_Panthers_17_2017
207.13333333333333,196.06666666666666,116.13333333333334,88,17.666666666666668,23.666666666666668,0.3333333333333333,255.66666666666666,248.4,119.53333333333333,118.66666666666667,25.866666666666667,21,0.6,True,Broncos,Chiefs,DEN,KC,24,27,away,51,226,269,110,110,17,2017,Broncos_Chiefs_17_2017
218.13333333333333,227.8,86.33333333333333,109.46666666666667,17.666666666666668,24.733333333333334,0.4,175.93333333333334,228.33333333333334,126.06666666666666,126.73333333333333,18.666666666666668,22.866666666666667,0.5333333333333333,True,Dolphins,Bills,MIA,BUF,16,22,away,38,263,186,93,126,17,2017,Dolphins_Bills_17_2017
268.06666666666666,262.53333333333336,89.33333333333333,119.2,20.266666666666666,23.866666666666667,0.26666666666666666,263.8666666666667,216.8,131.86666666666667,111.8,28.266666666666666,19.666666666666668,0.7333333333333333,True,Buccaneers,Saints,TB,NO,31,24,home,55,345,231,110,92,17,2017,Buccaneers_Saints_17_2017
168,210,137,114,20,15,1,267,158,122,167,27,20,1,True,Jaguars,Patriots,JAC,NE,31,20,home,51,376,220,104,82,2,2018,Jaguars_Patriots_2_2018
324,242,146,64,27,24,1,300,225,95,140,13,33,0,True,Broncos,Raiders,DEN,OAK,20,19,home,39,217,281,168,92,2,2018,Broncos_Raiders_2_2018
313,150,159,177,21,21,0.5,256,418,106,123,38,28,1,True,Steelers,Chiefs,PIT,KC,37,42,away,79,442,322,33,127,2,2018,Steelers_Chiefs_2_2018
229,305,101,75,34,23,1,252,70,117,83,47,3,1,True,Bengals,Ravens,CIN,BAL,34,23,home,57,265,359,108,66,2,2018,Bengals_Ravens_2_2018
138,146,94,147,8,16,0,210,168,114,137,15,20,0,True,Cowboys,Giants,DAL,NYG,20,13,home,33,160,220,138,35,2,2018,Cowboys_Giants_2_2018
247,145,182,68,24,6,1,305,229,75,101,23,34,0,True,Redskins,Colts,WAS,IND,9,21,away,30,269,177,65,104,2,2018,Redskins_Colts_2_2018
417,432,112,43,48,40,1,119,225,113,74,18,12,1,True,Buccaneers,Eagles,TB,PHI,27,21,home,48,393,321,43,91,2,2018,Buccaneers_Eagles_2_2018
180,300,169,39,48,17,1,222,220,120,116,27,20,1,True,Jets,Dolphins,NYJ,MIA,12,20,away,32,320,122,42,135,2,2018,Jets_Dolphins_2_2018
220,222,116,120,20,27,0,158,267,167,122,20,27,0,True,Titans,Texans,TEN,HOU,20,17,home,37,183,289,100,148,2,2018,Titans_Texans_2_2018
70,252,83,117,3,47,0,418,256,123,106,28,38,0,True,Bills,Chargers,BUF,LAC,20,31,away,51,209,240,84,109,2,2018,Bills_Chargers_2_2018
225,119,74,113,12,18,0,146,138,147,94,16,8,1,True,Falcons,Panthers,ATL,CAR,31,24,home,55,272,318,170,121,2,2018,Falcons_Panthers_2_2018
225,300,140,95,33,13,1,145,247,68,182,6,24,0,True,Rams,Cardinals,LA,ARI,34,0,home,34,342,83,90,54,2,2018,Rams_Cardinals_2_2018
301,155,69,139,24,23,1,227,237,116,90,24,16,1,True,Packers,Vikings,GB,MIN,29,29,tie,58,253,412,98,68,2,2018,Packers_Vikings_2_2018
432,417,43,112,40,48,0,150,313,177,159,21,21,0.5,True,Saints,Browns,NO,CLE,21,18,home,39,213,234,62,93,2,2018,Saints_Browns_2_2018
237,227,90,116,16,24,0,300,180,39,169,17,48,0,True,49ers,Lions,SF,DET,30,27,home,57,156,329,190,98,2,2018,49ers_Lions_2_2018
155,301,139,69,23,24,0,242,324,64,146,24,27,0,True,Bears,Seahawks,CHI,SEA,24,17,home,41,185,202,86,74,2,2018,Bears_Seahawks_2_2018
232,205,134,132,20,19.5,0.5,247,332,104.5,70.5,34,23,1,True,Panthers,Bengals,CAR,CIN,31,21,home,52,147,330,230,66,3,2018,Panthers_Bengals_3_2018
314.5,168,68.5,179.5,22,39,0,243.5,267,102,135.5,23.5,25.5,0.5,True,Lions,Patriots,DET,NE,26,10,home,36,255,120,159,89,3,2018,Lions_Patriots_3_2018
248.5,218.5,122,117,21.5,21,0.5,322.5,325.5,52.5,102.5,30.5,33,0.5,True,Falcons,Saints,ATL,NO,37,43,away,80,359,391,48,143,3,2018,Falcons_Saints_3_2018
305.5,167.5,91.5,95.5,35,18.5,0.5,270.5,261.5,157,78,23.5,21.5,1,True,Ravens,Broncos,BAL,DEN,27,14,home,41,265,173,77,120,3,2018,Ravens_Broncos_3_2018
272,215,120.5,98,25.5,17.5,1,201.5,255.5,108,134,20,22,0.5,True,Jaguars,Titans,JAC,TEN,6,9,away,15,145,83,87,150,3,2018,Jaguars_Titans_3_2018
192,263,135,110.5,19.5,21,0.25,250,211,105.5,87,30,18.5,0.5,True,Browns,Jets,CLE,NYJ,21,17,home,38,190,161,133,107,3,2018,Browns_Jets_3_2018
283.5,191.5,115,74.5,33.5,6.5,1,329,232.5,116,95,29.5,29,0.5,True,Rams,Chargers,LA,LAC,35,23,home,58,350,215,171,141,3,2018,Rams_Chargers_3_2018
319.5,245,92,94,26.5,22.5,0.75,139.5,246,83.5,113,11.5,39,0,True,Vikings,Bills,MIN,BUF,6,27,away,33,278,164,14,128,3,2018,Vikings_Bills_3_2018
289,430,116.5,78,40,32.5,1,196.5,278,140,107,23,25.5,0.5,True,Chiefs,49ers,KC,SF,38,27,home,65,307,228,77,178,3,2018,Chiefs_49ers_3_2018
114,294.5,61,136,3,29,0,170,251.5,112.5,71.5,23.5,20.5,0.5,True,Cardinals,Bears,ARI,CHI,14,16,away,30,168,194,53,122,3,2018,Cardinals_Bears_3_2018
220,309,102,58.5,19.5,19.5,0.5,241,249,89.5,83,22,21.5,0.5,True,Eagles,Colts,PHI,IND,20,16,home,36,227,141,152,68,3,2018,Eagles_Colts_3_2018
405,376.5,77.5,67,37.5,30.5,1,377.5,236,96,152,29,31.5,0.25,True,Buccaneers,Steelers,TB,PIT,27,30,away,57,392,335,63,78,3,2018,Buccaneers_Steelers_3_2018
222,254.5,69,116,20.5,25.5,0,149,183,116,91,14,14.5,0.5,True,Seahawks,Cowboys,SEA,DAL,24,13,home,37,182,137,113,166,3,2018,Seahawks_Cowboys_3_2018
172,270,127.5,79,23.5,16,1,290.5,221,93.5,154,16,26.5,0,True,Dolphins,Raiders,MIA,OAK,28,20,home,48,332,325,41,109,3,2018,Dolphins_Raiders_3_2018
258,161,123.5,86,16.5,13.5,0.5,277,283.5,83.5,103.5,26.5,26,0.75,True,Redskins,Packers,WAS,GB,31,17,home,48,220,240,166,100,3,2018,Redskins_Packers_3_2018
223.5,225,157.5,111,18.5,23.5,0,215,164,74.5,137.5,14,20,0,True,Texans,Giants,HOU,NYG,22,27,away,49,368,265,59,114,3,2018,Texans_Giants_3_2018
202.33333333333334,263,97.66666666666667,143.33333333333334,19,25.666666666666668,0.3333333333333333,225.33333333333334,288.3333333333333,98.66666666666667,89,25,17.333333333333332,1,True,Patriots,Dolphins,NE,MIA,38,7,home,45,274,116,175,56,4,2018,Patriots_Dolphins_4_2018
145,182.66666666666666,132.66666666666666,98.33333333333333,13.666666666666666,17.666666666666668,0.3333333333333333,294.6666666666667,152,98.66666666666667,149.33333333333334,23.333333333333332,29.333333333333332,0.3333333333333333,True,Cowboys,Lions,DAL,DET,26,24,home,50,231,286,183,96,4,2018,Cowboys_Lions_4_2018
178,223.66666666666666,115.66666666666667,65.33333333333333,21,18.333333333333332,0.6666666666666666,400.6666666666667,362.6666666666667,72.66666666666667,70.66666666666667,34,30.333333333333332,0.6666666666666666,True,Bears,Buccaneers,CHI,TB,48,10,home,58,344,251,139,60,4,2018,Bears_Buccaneers_4_2018
231.66666666666666,232,87.66666666666667,111.33333333333333,18.333333333333332,20.666666666666668,0.3333333333333333,345.3333333333333,336.6666666666667,82.66666666666667,84.33333333333333,34.666666666666664,34.333333333333336,0.6666666666666666,True,Giants,Saints,NYG,NO,18,33,away,51,234,219,65,170,4,2018,Giants_Saints_4_2018
291,271.6666666666667,124.33333333333333,120.33333333333333,27.333333333333332,31,0.3333333333333333,207,287.6666666666667,152.66666666666666,97,24.333333333333332,29.666666666666668,0.3333333333333333,True,Chargers,49ers,LAC,SF,29,27,home,56,242,288,126,76,4,2018,Chargers_49ers_4_2018
285.3333333333333,276,97.33333333333333,125.66666666666667,26.666666666666668,28.333333333333332,0.3333333333333333,274.6666666666667,270.3333333333333,91.66666666666667,123.66666666666667,29.666666666666668,25.666666666666668,0.6666666666666666,True,Falcons,Bengals,ATL,CIN,36,37,away,73,403,308,92,99,4,2018,Falcons_Bengals_4_2018
229.66666666666666,171,109.33333333333333,115.33333333333333,19,14.666666666666666,0.6666666666666666,220.33333333333334,204,106,102.33333333333333,25.666666666666668,19.333333333333332,0.3333333333333333,True,Jaguars,Jets,JAC,NYJ,31,12,home,43,377,144,126,34,4,2018,Jaguars_Jets_4_2018
207.66666666666666,241.66666666666666,82.33333333333333,106,20,21,0.3333333333333333,271.6666666666667,238.33333333333334,124.66666666666667,112,19.666666666666668,24.666666666666668,0,True,Colts,Texans,IND,HOU,34,37,away,71,437,347,41,119,4,2018,Colts_Texans_4_2018
305.6666666666667,199.33333333333334,133.66666666666666,96.66666666666667,34,12,1,305.6666666666667,218,66,105.33333333333333,19.666666666666668,24,0.5,True,Rams,Vikings,LA,MIN,38,31,home,69,456,392,100,54,4,2018,Rams_Vikings_4_2018
264.6666666666667,262.3333333333333,89,124.33333333333333,23.333333333333332,27.666666666666668,0.5,147.66666666666666,256.6666666666667,98.33333333333333,80,16.666666666666668,28,0.3333333333333333,True,Packers,Bills,GB,BUF,22,0,home,22,282,87,141,58,4,2018,Packers_Bills_4_2018
302,258,98.66666666666667,116.33333333333333,17.333333333333332,27,0,191.33333333333334,229,134.33333333333334,109.33333333333333,20,19.666666666666668,0.5,True,Raiders,Browns,OAK,CLE,45,42,home,87,426,279,139,208,4,2018,Raiders_Browns_4_2018
162,218.66666666666666,122,118.33333333333333,16.333333333333332,16.666666666666668,0.6666666666666666,222.33333333333334,253,118.66666666666667,61.666666666666664,19.666666666666668,18.333333333333332,0.6666666666666666,True,Titans,Eagles,TEN,PHI,26,23,home,49,327,315,70,117,4,2018,Titans_Eagles_4_2018
238,262.6666666666667,144.66666666666666,77.66666666666667,20.333333333333332,23.333333333333332,0.6666666666666666,295,362.6666666666667,103.33333333333333,111.33333333333333,39.333333333333336,30.666666666666668,1,True,Broncos,Chiefs,DEN,KC,23,27,away,50,226,304,159,142,4,2018,Broncos_Chiefs_4_2018
132,261,58.333333333333336,131.33333333333334,6.666666666666667,24.666666666666668,0,208.66666666666666,215.33333333333334,83.66666666666667,132.66666666666666,21.666666666666668,21.333333333333332,0.3333333333333333,True,Cardinals,Seahawks,ARI,SEA,17,20,away,37,171,160,92,171,4,2018,Cardinals_Seahawks_4_2018
363.3333333333333,288,90,122.33333333333333,29.333333333333332,30,0.5,292,169.33333333333334,86.66666666666667,103.66666666666667,32.333333333333336,17,0.6666666666666666,True,Steelers,Ravens,PIT,BAL,14,26,away,40,265,355,19,96,4,2018,Steelers_Ravens_4_2018
297.25,328.5,113,123.25,36.25,28.75,1,266.5,164.25,113.5,95,22,14,0.75,True,Chiefs,Jaguars,KC,JAC,30,14,home,44,298,401,126,101,5,2018,Chiefs_Jaguars_5_2018
290.5,288,123.25,94.25,24,27,0.25,166.5,208.5,145.25,97.75,16.75,19.25,0.5,True,Texans,Cowboys,HOU,DAL,19,16,home,35,374,194,88,98,5,2018,Texans_Cowboys_5_2018
213.25,278.25,152.75,116.75,25.5,26,0.375,307.75,193.25,89,82.5,30.75,16.25,0.75,True,Browns,Ravens,CLE,BAL,12,9,home,21,304,294,112,116,5,2018,Browns_Ravens_5_2018
292.5,171.75,98,157.75,23.5,28.5,0.25,269,218.5,102,107.75,23,20.75,0.625,True,Lions,Packers,DET,GB,31,23,home,54,170,423,94,98,5,2018,Lions_Packers_5_2018
313.75,311,104.5,79.5,34.25,30.25,0.75,245.33333333333334,187.33333333333334,137.66666666666666,90.66666666666667,21.333333333333332,14.666666666666666,0.6666666666666666,True,Saints,Redskins,NO,WAS,43,19,home,62,349,244,98,39,5,2018,Saints_Redskins_5_2018
283,303.5,93.5,115.75,31.5,28.25,0.75,198,284.75,88,110.5,20.5,22.5,0.75,True,Bengals,Dolphins,CIN,MIA,27,17,home,44,229,169,103,128,5,2018,Bengals_Dolphins_5_2018
227.25,276.25,133.5,104.25,25,29.5,0.25,141.75,235.75,66.75,141.25,9.25,23.5,0,True,49ers,Cardinals,SF,ARI,18,28,away,46,300,164,147,56,5,2018,49ers_Cardinals_5_2018
196.5,204.25,105.5,122.5,21.25,20.25,0.5,343.25,247.5,125.25,86,35,16.75,1,True,Seahawks,Rams,SEA,LA,31,33,away,64,183,313,190,155,5,2018,Seahawks_Rams_5_2018
132.5,263,88.25,95.25,12.5,26.5,0.25,203.25,242.75,109,118,18.75,18.25,0.75,True,Bills,Titans,BUF,TEN,13,12,home,25,79,121,144,100,5,2018,Bills_Titans_5_2018
203.66666666666666,246.66666666666666,166,110,23.666666666666668,20,0.6666666666666666,232.25,228.75,82,126,18.25,23.75,0.25,True,Panthers,Giants,CAR,NYG,33,31,home,64,232,382,118,50,5,2018,Panthers_Giants_5_2018
245.5,271.5,118.25,63.75,20.5,20.25,0.5,327.25,277.5,63,104,22.5,27.5,0.375,True,Eagles,Vikings,PHI,MIN,21,23,away,44,283,298,81,77,5,2018,Eagles_Vikings_5_2018
201.25,247.25,88,108.25,22.25,22.25,0.25,235,273,148.25,93.75,21,24.25,0.5,True,Jets,Broncos,NYJ,DEN,34,16,home,50,189,344,323,92,5,2018,Jets_Broncos_5_2018
220.25,226.25,117,121.5,23.75,21,0.5,265,268,72,109.25,23.5,25,0.25,True,Patriots,Colts,NE,IND,38,24,home,62,341,355,97,84,5,2018,Patriots_Colts_5_2018
338.75,304.75,72.25,115.75,25.5,29,0.375,314.75,284,96,119,29,30.5,0.25,True,Steelers,Falcons,PIT,ATL,41,17,home,58,250,262,131,62,5,2018,Steelers_Falcons_5_2018
278.75,275.75,124.75,109.25,27.75,30,0.5,333,263.25,108.75,139.25,24.25,30.75,0.25,True,Chargers,Raiders,LAC,OAK,26,10,home,36,333,248,79,41,5,2018,Chargers_Raiders_5_2018
244.4,252,113,114,26.6,21.6,0.6,297.4,343,115.6,118.8,35,25.8,1,True,Patriots,Chiefs,NE,KC,43,40,home,83,327,352,173,94,6,2018,Patriots_Chiefs_6_2018
262.2,229.4,75.6,124.4,20.8,25.6,0.2,253,276.8,110.8,66.4,20.6,20.8,0.4,True,Giants,Eagles,NYG,PHI,13,34,away,47,254,271,147,108,6,2018,Giants_Eagles_6_2018
186.8,210,107.2,123.2,17.4,17.2,0.6,305,215.4,94.4,88.4,26.4,15.4,0.6,True,Titans,Ravens,TEN,BAL,0,21,away,21,51,238,55,123,6,2018,Titans_Ravens_6_2018
316,277.2,95.2,127.2,21.4,29.8,0.2,193.8,226,122.4,129,23.2,22.8,0.4,True,Raiders,Seahawks,OAK,SEA,3,27,away,30,106,214,79,155,6,2018,Raiders_Seahawks_6_2018
198.8,266.6,135,105,24.6,21,0.4,283,282.6,74.4,106.8,23.6,27.6,0.2,True,Jets,Colts,NYJ,IND,42,34,home,76,267,301,107,127,6,2018,Jets_Colts_6_2018
231.4,281.4,144.6,116.6,22.8,22.6,0.5,289.6,270.2,115.6,95.6,27.4,26,0.6,True,Browns,Chargers,CLE,LAC,14,38,away,52,214,203,103,246,6,2018,Browns_Chargers_6_2018
192.2,273.6,96,109,19.8,23.4,0.6,219.5,230.5,121.5,64,27.75,16.25,0.75,True,Dolphins,Bears,MIA,CHI,31,28,home,59,380,303,161,164,6,2018,Dolphins_Bears_6_2018
304.2,277.2,89.2,121.4,26.6,32.6,0.2,363.25,358,69.5,87.75,28,34.75,0.5,True,Falcons,Buccaneers,ATL,TB,34,29,home,63,347,389,70,121,6,2018,Falcons_Buccaneers_6_2018
299.8,208.8,101.2,105,23,22.8,0.5,241.8,253.8,136.2,94.6,23.6,29.2,0.2,True,Packers,49ers,GB,SF,33,30,home,63,405,227,116,174,6,2018,Packers_49ers_6_2018
256.8,256.2,137,139.6,20,26.2,0.4,337.2,234.6,131.2,106.8,34.6,19.6,1,True,Broncos,Rams,DEN,LA,20,23,away,43,297,174,60,270,6,2018,Broncos_Rams_6_2018
321.4,278.6,65.8,99.4,22.6,26.2,0.5,146.2,248.6,64.6,142.4,13,22.4,0.2,True,Vikings,Cardinals,MIN,ARI,27,17,home,44,216,208,195,60,6,2018,Vikings_Cardinals_6_2018
307.2,269.2,116.2,95,23,24.8,0.4,121.8,234.6,99.4,96.2,12.6,23.6,0.4,True,Texans,Bills,HOU,BUF,20,13,home,33,142,129,74,100,6,2018,Texans_Bills_6_2018
172,241.6,135.8,95.8,16.6,19.2,0.4,293.4,191,111,101.2,20.4,17.2,0.6,True,Cowboys,Jaguars,DAL,JAC,40,7,home,47,172,139,206,65,6,2018,Cowboys_Jaguars_6_2018
272.2,276.6,95.4,118.2,30.6,26,0.8,321,296.2,84,105,28.6,26.6,0.5,True,Bengals,Steelers,CIN,PIT,21,28,away,49,213,369,62,112,6,2018,Bengals_Steelers_6_2018
245,227.75,113,92.5,20.75,21.75,0.5,210.75,280.5,154,95,26,22.75,0.75,True,Redskins,Panthers,WAS,CAR,23,17,home,40,156,269,132,81,6,2018,Redskins_Panthers_6_2018
311.3333333333333,295.8333333333333,86,121.33333333333333,27.833333333333332,32,0.3333333333333333,260.8333333333333,236.33333333333334,87.5,121.66666666666667,19.5,27,0.16666666666666666,True,Falcons,Giants,ATL,NYG,23,20,home,43,356,372,67,61,7,2018,Falcons_Giants_7_2018
227.2,236,116.8,90.2,21.2,20.8,0.6,172,224.5,147.5,90.66666666666667,20.5,17.166666666666668,0.5,True,Redskins,Cowboys,WAS,DAL,20,17,home,37,175,250,130,73,7,2018,Redskins_Cowboys_7_2018
236.2,260.4,130,83.4,27.8,19.2,0.6,258.1666666666667,268.6666666666667,123,110.66666666666667,29.333333333333332,24.666666666666668,0.6666666666666666,True,Bears,Patriots,CHI,NE,31,38,away,69,319,273,134,108,7,2018,Bears_Patriots_7_2018
368.4,355.8,79.8,84.2,28.2,34.6,0.4,228.5,268.3333333333333,137.66666666666666,138.16666666666666,21.333333333333332,25.166666666666668,0.4166666666666667,True,Buccaneers,Browns,TB,CLE,26,23,home,49,342,186,114,119,7,2018,Buccaneers_Browns_7_2018
267.6666666666667,187.83333333333334,103.33333333333333,118.66666666666667,18.166666666666668,21,0.5,279.6666666666667,245.83333333333334,109.16666666666667,95.83333333333333,22.5,22.833333333333332,0.5,True,Jaguars,Texans,JAC,HOU,7,20,away,27,189,131,70,141,7,2018,Jaguars_Texans_7_2018
210.16666666666666,272.3333333333333,130.33333333333334,108.66666666666667,27.5,23.166666666666668,0.5,303.8333333333333,266.8333333333333,87.33333333333333,92.83333333333333,23.333333333333332,24.666666666666668,0.5833333333333334,True,Jets,Vikings,NYJ,MIN,17,37,away,54,192,228,71,88,7,2018,Jets_Vikings_7_2018
239.33333333333334,279,142.5,98.16666666666667,24.666666666666668,29.833333333333332,0.16666666666666666,310,245,154.33333333333334,99,32.666666666666664,19.666666666666668,1,True,49ers,Rams,SF,LA,10,39,away,49,121,193,107,146,7,2018,49ers_Rams_7_2018
286,280,83.16666666666667,106.83333333333333,25.333333333333332,30,0.16666666666666666,123,219.16666666666666,99.5,92.5,12.666666666666666,23,0.3333333333333333,True,Colts,Bills,IND,BUF,37,5,home,42,156,168,220,135,7,2018,Colts_Bills_7_2018
275.1666666666667,260.8333333333333,137.33333333333334,96.83333333333333,29.166666666666668,24,0.6666666666666666,164.16666666666666,214.66666666666666,98.5,123.16666666666667,14.5,17.833333333333332,0.5,True,Chargers,Titans,LAC,TEN,20,19,home,39,297,226,47,164,7,2018,Chargers_Titans_7_2018
156.5,243.16666666666666,63.833333333333336,151.16666666666666,13.666666666666666,23.166666666666668,0.16666666666666666,263.5,242.5,124.16666666666667,161.33333333333334,20,25.666666666666668,0.3333333333333333,True,Cardinals,Broncos,ARI,DEN,10,45,away,55,154,178,69,131,7,2018,Cardinals_Broncos_7_2018
223.5,278.5,106.83333333333333,118.16666666666667,21.666666666666668,24.166666666666668,0.6666666666666666,268,222,97.2,145.8,25,27.4,0.4,True,Dolphins,Lions,MIA,DET,21,32,away,53,215,209,107,248,7,2018,Dolphins_Lions_7_2018
256,273,110.33333333333333,79.83333333333333,22.833333333333332,19.5,0.5,222.4,255.6,139.4,102.4,24.2,22.8,0.6,True,Eagles,Panthers,PHI,CAR,17,21,away,38,284,250,58,121,7,2018,Eagles_Panthers_7_2018
293.8333333333333,188,99.16666666666667,82.83333333333333,25.5,12.833333333333334,0.6666666666666666,320.8,297.6,103.2,71.4,36,28,0.8,True,Ravens,Saints,BAL,NO,23,24,away,47,274,205,77,134,7,2018,Ravens_Saints_7_2018
306.5,340.3333333333333,112,127.83333333333333,35.833333333333336,28.666666666666668,0.8333333333333334,262.3333333333333,292,89.83333333333333,117.16666666666667,29,26.333333333333332,0.6666666666666666,True,Chiefs,Bengals,KC,CIN,45,10,home,55,353,174,198,65,7,2018,Chiefs_Bengals_7_2018
281,266.6666666666667,92.5,131.83333333333334,18.333333333333332,29.333333333333332,0.16666666666666666,267.42857142857144,264,102.71428571428571,110.85714285714286,27,26.428571428571427,0.2857142857142857,True,Raiders,Colts,OAK,IND,28,42,away,70,244,239,103,222,8,2018,Raiders_Colts_8_2018
313.14285714285717,316.57142857142856,124.28571428571429,118.85714285714286,37.142857142857146,26,0.8571428571428571,251.28571428571428,229.85714285714286,125.14285714285714,148.14285714285714,23.571428571428573,23.428571428571427,0.42857142857142855,True,Chiefs,Broncos,KC,DEN,30,23,home,53,291,222,49,189,8,2018,Chiefs_Broncos_8_2018
293.2857142857143,227.28571428571428,153.14285714285714,100.14285714285714,33.57142857142857,18.285714285714285,1,317.3333333333333,211.83333333333334,103.66666666666667,116.5,24.666666666666668,24,0.5833333333333334,True,Rams,Packers,LA,GB,29,27,home,56,281,253,135,106,8,2018,Rams_Packers_8_2018
258.42857142857144,237.71428571428572,113.71428571428571,92.14285714285714,22.142857142857142,20.571428571428573,0.5714285714285714,222.28571428571428,268.57142857142856,106.85714285714286,136.71428571428572,21.571428571428573,25.285714285714285,0.5714285714285714,True,Texans,Dolphins,HOU,MIA,42,23,home,65,239,254,188,116,8,2018,Texans_Dolphins_8_2018
129.42857142857142,210.14285714285714,104.57142857142857,110.71428571428571,11.571428571428571,25,0.2857142857142857,260.2857142857143,275.85714285714283,120.85714285714286,114,30.571428571428573,25.571428571428573,0.7142857142857143,True,Bills,Patriots,BUF,NE,6,25,away,31,287,311,46,76,8,2018,Bills_Patriots_8_2018
329,282.3333333333333,88.66666666666667,97.83333333333333,28.5,25.666666666666668,0.5833333333333334,222.42857142857142,278.85714285714283,135,134.71428571428572,21.571428571428573,25.285714285714285,0.35714285714285715,True,Steelers,Browns,PIT,CLE,33,18,home,51,253,163,168,74,8,2018,Steelers_Browns_8_2018
