,home_off_pass_ypg,home_def_pass_ypg,home_off_rush_ypg,home_def_rush_ypg,home_off_ppg,home_def_ppg,home_win_pct,away_off_pass_ypg,away_def_pass_ypg,away_off_rush_ypg,away_def_rush_ypg,away_off_ppg,away_def_ppg,away_win_pct
Patriots_Bills_16_2018,278.35714285714283,256.5,116.64285714285714,116.21428571428571,26.714285714285715,22.142857142857142,0.6428571428571429,168.71428571428572,187.42857142857142,124.71428571428571,104.78571428571429,15.357142857142858,23.785714285714285,0.35714285714285715
Eagles_Texans_16_2018,255.85714285714286,280.7857142857143,98.85714285714286,104.85714285714286,22.214285714285715,22.714285714285715,0.5,233.14285714285714,258.2857142857143,130.35714285714286,88.28571428571429,25.142857142857142,20.071428571428573,0.7142857142857143
Dolphins_Jaguars_16_2018,189.5,257.07142857142856,112.64285714285714,145.21428571428572,21.071428571428573,26.714285714285715,0.5,207.28571428571428,198.85714285714286,111.92857142857143,119.57142857142857,16.071428571428573,20.642857142857142,0.2857142857142857
49ers_Bears_16_2018,240.78571428571428,233.92857142857142,123.42857142857143,112.07142857142857,21.5,26.642857142857142,0.2857142857142857,226.14285714285714,227.28571428571428,119.92857142857143,83.57142857142857,27.357142857142858,18.857142857142858,0.7142857142857143
Vikings_Bears_17_2018,262.3333333333333,198.46666666666667,95.33333333333333,109.73333333333333,23.333333333333332,21.133333333333333,0.5666666666666667,226.73333333333332,227.6,117.93333333333334,81.13333333333334,26.466666666666665,18.2,0.7333333333333333
Ravens_Browns_17_2018,226.06666666666666,198.93333333333334,143.0,85.13333333333334,24.2,17.533333333333335,0.6,242.06666666666666,263.8666666666667,122.86666666666666,124.46666666666667,22.333333333333332,24.4,0.5
Patriots_Jets_17_2018,267.6,253.86666666666667,127.06666666666666,113.26666666666667,26.533333333333335,21.466666666666665,0.6666666666666666,202.0,254.73333333333332,101.2,126.0,22.0,26.866666666666667,0.26666666666666666
Titans_Colts_17_2018,187.33333333333334,212.86666666666667,128.66666666666666,113.66666666666667,19.533333333333335,18.0,0.6,278.8666666666667,242.66666666666666,104.0,102.2,26.666666666666668,21.8,0.6
Seahawks_Cardinals_17_2018,198.93333333333334,248.6,158.53333333333333,115.06666666666666,26.733333333333334,21.533333333333335,0.6,160.66666666666666,210.2,83.8,153.13333333333333,13.4,26.533333333333335,0.2
Broncos_Chargers_17_2018,227.13333333333333,251.26666666666668,121.66666666666667,119.8,21.333333333333332,21.733333333333334,0.4,261.93333333333334,223.86666666666667,117.13333333333334,107.4,27.0,21.333333333333332,0.7333333333333333
Packers_Lions_17_2018,273.93333333333334,232.0,108.06666666666666,119.2,25.066666666666666,24.6,0.43333333333333335,220.26666666666668,231.33333333333334,102.0,114.33333333333333,19.533333333333335,24.0,0.3333333333333333
Buccaneers_Falcons_17_2018,318.93333333333334,251.4,95.4,124.93333333333334,24.266666666666666,28.666666666666668,0.3333333333333333,284.8666666666667,254.13333333333333,97.6,127.13333333333334,25.333333333333332,26.066666666666666,0.4
Rams_49ers_17_2018,285.6666666666667,234.4,138.4,122.0,31.933333333333334,23.466666666666665,0.8,240.2,234.0,118.33333333333333,110.6,20.666666666666668,25.8,0.26666666666666666
Redskins_Eagles_17_2018,196.86666666666667,237.53333333333333,116.86666666666666,115.4,18.733333333333334,22.333333333333332,0.4666666666666667,269.6,282.6666666666667,96.06666666666666,102.0,22.866666666666667,23.2,0.5333333333333333
Texans_Jaguars_17_2018,238.2,271.8666666666667,125.8,86.2,25.466666666666665,20.866666666666667,0.6666666666666666,201.33333333333334,193.66666666666666,112.86666666666666,115.73333333333333,16.133333333333333,19.733333333333334,0.3333333333333333
Giants_Cowboys_17_2018,249.93333333333334,245.06666666666666,100.46666666666667,123.13333333333334,22.266666666666666,25.066666666666666,0.3333333333333333,211.33333333333334,230.46666666666667,127.46666666666667,91.33333333333333,20.2,19.266666666666666,0.6
Bills_Dolphins_17_2018,171.93333333333334,182.73333333333332,121.2,116.0,15.133333333333333,23.8,0.3333333333333333,184.93333333333334,247.8,109.26666666666667,143.93333333333334,20.133333333333333,26.066666666666666,0.4666666666666667
Chiefs_Raiders_17_2018,309.6666666666667,280.6,117.06666666666666,132.46666666666667,35.333333333333336,27.866666666666667,0.7333333333333333,239.06666666666666,236.2,100.06666666666666,143.33333333333334,19.133333333333333,28.8,0.26666666666666666
Saints_Panthers_17_2018,262.1333333333333,269.26666666666665,122.73333333333333,78.13333333333334,32.666666666666664,21.333333333333332,0.8666666666666667,238.2,249.13333333333333,135.0,108.0,22.866666666666667,24.533333333333335,0.4
Steelers_Bengals_17_2018,315.3333333333333,241.73333333333332,92.0,94.2,27.466666666666665,23.133333333333333,0.5666666666666667,214.6,275.73333333333335,103.8,142.6,23.666666666666668,29.266666666666666,0.4
Lions_Chargers_2_2019,361.0,275.0,116.0,112.0,27.0,27.0,0.5,310.0,173.0,125.0,203.0,30.0,24.0,1.0
Broncos_Bears_2_2019,249.0,259.0,95.0,98.0,16.0,24.0,0.0,208.0,166.0,46.0,47.0,3.0,10.0,0.0
Panthers_Buccaneers_2_2019,216.0,183.0,127.0,166.0,27.0,30.0,0.0,174.0,158.0,121.0,98.0,17.0,31.0,0.0
Titans_Colts_2_2019,216.0,244.0,123.0,102.0,43.0,13.0,1.0,173.0,310.0,203.0,125.0,24.0,30.0,0.0
Falcons_Eagles_2_2019,272.0,97.0,73.0,172.0,12.0,28.0,0.0,313.0,370.0,123.0,28.0,32.0,27.0,1.0
Redskins_Cowboys_2_2019,370.0,313.0,28.0,123.0,27.0,32.0,0.0,405.0,319.0,89.0,151.0,35.0,17.0,1.0
Steelers_Seahawks_2_2019,276.0,366.0,32.0,99.0,3.0,33.0,0.0,160.0,395.0,72.0,34.0,21.0,20.0,1.0
Packers_Vikings_2_2019,166.0,208.0,47.0,46.0,10.0,3.0,1.0,97.0,272.0,172.0,73.0,28.0,12.0,1.0
Raiders_Chiefs_2_2019,259.0,249.0,98.0,95.0,24.0,16.0,1.0,378.0,347.0,113.0,81.0,40.0,26.0,1.0
Jets_Browns_2_2019,155.0,242.0,68.0,128.0,16.0,17.0,0.0,244.0,216.0,102.0,123.0,13.0,43.0,0.0
Giants_Bills_2_2019,319.0,405.0,151.0,89.0,17.0,35.0,0.0,242.0,155.0,128.0,68.0,17.0,16.0,1.0
Texans_Jaguars_2_2019,234.0,362.0,180.0,148.0,28.0,30.0,0.0,347.0,378.0,81.0,113.0,26.0,40.0,0.0
Ravens_Cardinals_2_2019,378.0,179.0,265.0,21.0,59.0,10.0,1.0,275.0,361.0,112.0,116.0,27.0,27.0,0.5
Rams_Saints_2_2019,183.0,216.0,166.0,127.0,30.0,27.0,1.0,362.0,234.0,148.0,180.0,30.0,28.0,1.0
Bengals_49ers_2_2019,395.0,160.0,34.0,72.0,20.0,21.0,0.0,158.0,174.0,98.0,121.0,31.0,17.0,1.0
Dolphins_Patriots_2_2019,179.0,378.0,21.0,265.0,10.0,59.0,0.0,366.0,276.0,99.0,32.0,33.0,3.0,1.0
Buccaneers_Giants_3_2019,181.5,235.5,110.5,68.5,18.5,22.5,0.5,280.0,321.0,140.0,120.0,15.5,31.5,0.0
49ers_Steelers_3_2019,235.0,232.5,178.5,73.0,36.0,17.0,1.0,228.0,320.0,56.5,125.0,14.5,30.5,0.0
Packers_Broncos_3_2019,178.5,215.5,95.5,122.0,15.5,9.5,1.0,265.5,189.5,92.5,125.5,15.0,20.0,0.0
Colts_Falcons_3_2019,147.0,214.5,185.0,124.5,21.5,23.5,0.5,291.0,167.0,65.0,110.5,18.0,24.0,0.5
Browns_Rams_3_2019,274.5,192.5,86.0,108.0,18.0,23.0,0.5,224.0,201.5,140.5,92.0,28.5,18.0,1.0
Chiefs_Ravens_3_2019,407.0,262.5,72.0,105.0,34.0,18.0,1.0,318.0,254.0,223.5,20.5,41.0,13.5,1.0
Chargers_Texans_3_2019,298.5,209.0,131.0,148.5,20.0,18.5,0.5,185.5,270.0,153.0,125.5,20.5,21.0,0.5
Bills_Bengals_3_2019,239.5,198.0,139.5,98.5,22.5,15.0,1.0,343.0,236.0,29.5,165.5,18.5,31.0,0.0
Patriots_Jets_3_2019,310.5,209.0,111.5,37.0,38.0,1.5,1.0,162.0,273.5,80.5,99.0,9.5,20.0,0.0
Redskins_Bears_3_2019,289.0,287.0,37.5,168.0,24.0,31.5,0.0,164.0,224.0,99.5,68.5,9.5,12.0,0.5
Eagles_Lions_3_2019,275.0,340.0,86.0,42.5,26.0,25.5,0.5,303.0,281.0,105.0,124.5,20.0,18.5,0.75
Cardinals_Panthers_3_2019,302.0,309.5,66.0,149.0,22.0,25.0,0.25,264.5,186.0,83.0,133.0,20.5,25.0,0.0
Jaguars_Titans_3_2019,262.5,257.5,92.0,119.5,19.0,26.5,0.0,167.5,182.5,123.5,134.5,30.0,16.0,0.5
Vikings_Raiders_3_2019,160.0,231.5,185.0,108.5,22.0,16.5,0.5,218.5,342.5,113.5,63.0,17.0,22.0,0.5
Seahawks_Saints_3_2019,217.0,287.5,111.5,57.5,24.5,23.0,1.0,274.5,249.5,102.5,147.5,19.5,27.5,0.5
Cowboys_Dolphins_3_2019,333.0,263.5,151.0,99.0,33.0,19.0,1.0,160.5,316.5,31.5,194.5,5.0,51.0,0.0
Rams_Buccaneers_4_2019,234.0,192.66666666666666,123.66666666666667,93.0,25.666666666666668,16.333333333333332,1.0,239.33333333333334,261.0,121.66666666666667,69.66666666666667,22.666666666666668,25.666666666666668,0.3333333333333333
Texans_Panthers_4_2019,236.0,277.6666666666667,115.0,108.0,22.666666666666668,20.666666666666668,0.6666666666666666,256.3333333333333,166.33333333333334,113.0,129.0,26.333333333333332,23.333333333333332,0.3333333333333333
Ravens_Browns_4_2019,295.0,290.3333333333333,216.66666666666666,60.333333333333336,36.666666666666664,20.0,0.6666666666666666,241.33333333333334,213.0,89.0,102.0,16.333333333333332,22.0,0.3333333333333333
Lions_Chiefs_4_2019,269.0,269.3333333333333,98.66666666666667,125.33333333333333,22.333333333333332,20.333333333333332,0.8333333333333334,392.3333333333333,258.0,94.66666666666667,137.66666666666666,33.666666666666664,21.333333333333332,1.0
Bills_Patriots_4_2019,240.0,212.0,151.33333333333334,87.66666666666667,22.0,15.666666666666666,1.0,311.3333333333333,162.33333333333334,97.0,36.666666666666664,35.333333333333336,5.666666666666667,1.0
Dolphins_Chargers_4_2019,177.33333333333334,291.3333333333333,45.0,208.0,5.333333333333333,44.333333333333336,0.0,296.6666666666667,251.66666666666666,111.66666666666667,112.0,20.0,21.333333333333332,0.3333333333333333
Colts_Raiders_4_2019,198.0,244.33333333333334,149.66666666666666,114.0,23.333333333333332,23.666666666666668,0.6666666666666666,217.0,286.3333333333333,105.0,112.33333333333333,16.0,26.0,0.3333333333333333
Saints_Cowboys_4_2019,242.0,301.6666666666667,97.66666666666667,134.33333333333334,24.0,27.333333333333332,0.6666666666666666,302.3333333333333,246.0,179.0,90.0,32.333333333333336,14.666666666666666,1.0
Cardinals_Seahawks_4_2019,243.66666666666666,286.3333333333333,84.33333333333333,157.0,21.333333333333332,29.333333333333332,0.16666666666666666,280.0,250.66666666666666,110.33333333333333,67.66666666666667,25.333333333333332,26.333333333333332,0.6666666666666666
Bears_Vikings_4_2019,178.66666666666666,245.0,96.33333333333333,68.66666666666667,16.666666666666668,13.0,0.6666666666666666,164.66666666666666,225.66666666666666,193.66666666666666,101.66666666666667,26.0,15.666666666666666,0.6666666666666666
Packers_Eagles_4_2019,197.33333333333334,197.33333333333334,89.33333333333333,131.0,19.333333333333332,11.666666666666666,1.0,265.3333333333333,293.6666666666667,99.66666666666667,57.0,25.333333333333332,26.0,0.3333333333333333
Broncos_Jaguars_4_2019,230.66666666666666,204.66666666666666,111.33333333333333,109.33333333333333,15.333333333333334,22.333333333333332,0.0,243.0,254.66666666666666,90.66666666666667,110.0,19.333333333333332,20.0,0.3333333333333333
Falcons_Titans_4_2019,295.3333333333333,211.33333333333334,74.33333333333333,100.0,20.0,25.0,0.3333333333333333,194.66666666666666,189.66666666666666,112.66666666666667,119.0,22.333333333333332,17.333333333333332,0.3333333333333333
Steelers_Bengals_4_2019,205.33333333333334,302.6666666666667,64.0,139.33333333333334,16.333333333333332,28.333333333333332,0.0,308.6666666666667,237.66666666666666,41.666666666666664,168.66666666666666,18.0,27.666666666666668,0.0
Giants_Redskins_4_2019,290.6666666666667,332.3333333333333,117.33333333333333,128.0,21.0,31.333333333333332,0.3333333333333333,288.3333333333333,260.6666666666667,48.0,142.0,21.0,31.333333333333332,0.0
49ers_Browns_5_2019,246.0,208.33333333333334,175.0,75.0,32.0,18.0,1.0,265.25,215.25,115.0,119.75,22.25,22.75,0.5
Titans_Bills_5_2019,202.75,233.25,119.0,103.75,22.75,15.5,0.5,240.0,196.5,147.25,84.25,19.0,15.75,0.75
Texans_Falcons_5_2019,209.0,259.0,120.25,104.5,19.5,19.5,0.5,312.5,215.25,70.25,109.5,17.5,24.75,0.25
Chargers_Broncos_5_2019,300.25,229.0,103.5,102.0,22.5,18.5,0.5,248.75,200.0,100.5,149.25,17.5,23.25,0.0
Seahawks_Rams_5_2019,266.25,239.5,111.5,79.5,25.75,22.25,0.75,298.0,238.5,99.75,91.75,29.25,26.0,0.75
Steelers_Ravens_5_2019,219.0,252.5,64.5,122.75,19.0,22.0,0.25,276.75,302.0,205.75,93.5,33.75,25.0,0.5
Cowboys_Packers_5_2019,279.75,221.75,145.5,96.75,26.75,14.0,0.75,251.5,188.0,86.25,142.25,21.25,17.25,0.75
Redskins_Patriots_5_2019,246.5,251.75,49.75,147.5,16.5,29.5,0.0,271.0,181.75,91.25,61.25,30.5,6.75,1.0
Bengals_Cardinals_5_2019,257.0,243.25,49.5,143.0,14.25,27.5,0.0,234.25,271.0,92.0,146.5,18.5,28.75,0.125
Panthers_Jaguars_5_2019,243.0,156.75,108.25,130.75,23.75,20.0,0.5,228.75,266.75,135.25,99.5,21.0,21.0,0.5
Saints_Buccaneers_5_2019,218.75,279.25,102.5,112.0,21.0,23.0,0.75,273.5,318.25,113.25,59.25,30.75,29.25,0.5
Eagles_Jets_5_2019,239.0,323.75,118.75,62.0,27.5,26.25,0.5,131.0,286.6666666666667,65.66666666666667,88.66666666666667,11.0,23.333333333333332,0.0
Raiders_Bears_5_2019,210.0,281.0,125.75,104.5,19.75,25.5,0.5,183.25,229.25,90.25,61.5,16.5,11.25,0.75
Chiefs_Colts_5_2019,373.0,258.75,101.75,149.75,33.75,23.5,1.0,214.75,230.5,132.5,132.5,23.5,25.5,0.5
Giants_Vikings_5_2019,274.25,279.5,129.0,109.75,21.75,24.25,0.5,169.0,218.5,155.25,94.25,21.0,15.75,0.5
Chargers_Steelers_6_2019,282.4,215.0,89.8,119.8,20.6,18.8,0.4,213.6,229.8,67.0,125.8,19.8,22.8,0.2
Chiefs_Texans_6_2019,356.0,237.2,88.6,155.8,29.6,22.6,0.8,252.4,270.4,129.4,95.0,26.2,22.0,0.6
Packers_Lions_6_2019,244.2,238.6,93.0,138.2,23.8,18.6,0.8,267.0,280.75,120.5,124.75,24.25,23.75,0.625
Browns_Seahawks_6_2019,227.8,206.4,112.4,150.8,18.4,24.4,0.4,265.4,270.6,122.6,80.0,26.6,23.6,0.8
Jets_Cowboys_6_2019,113.5,260.25,66.0,87.5,9.75,25.25,0.0,312.0,220.4,140.8,101.4,26.2,18.0,0.6
Patriots_Giants_6_2019,279.2,161.0,99.0,78.0,31.0,6.8,1.0,248.8,279.4,116.0,130.0,19.4,25.0,0.4
Rams_49ers_6_2019,317.4,243.2,96.2,106.8,29.2,26.8,0.6,227.25,175.75,200.0,81.75,31.75,14.25,1.0
Ravens_Bengals_6_2019,249.2,280.0,192.2,90.2,32.2,24.6,0.6,258.0,244.2,61.2,167.6,16.0,27.2,0.0
Jaguars_Saints_6_2019,254.6,245.4,138.0,136.6,22.2,23.6,0.4,244.0,255.0,104.4,108.4,23.0,23.2,0.8
Broncos_Titans_6_2019,230.8,202.2,118.6,126.4,18.0,21.2,0.2,192.2,227.4,115.6,104.8,19.6,15.2,0.4
Buccaneers_Panthers_6_2019,250.4,323.6,109.4,69.8,29.4,29.6,0.4,226.4,197.0,143.6,134.4,25.8,21.4,0.6
Vikings_Eagles_6_2019,191.0,204.2,166.4,88.2,22.4,14.6,0.6,227.4,271.2,111.8,63.0,28.2,22.2,0.6
Cardinals_Falcons_6_2019,237.0,269.2,126.8,138.8,20.0,27.6,0.3,313.2,257.4,67.6,120.8,20.4,30.4,0.2
Dolphins_Redskins_6_2019,173.25,296.25,51.75,175.75,6.5,40.75,0.0,212.8,263.8,68.8,144.0,14.6,30.2,0.0
Packers_Raiders_7_2019,249.66666666666666,239.33333333333334,105.83333333333333,124.5,23.666666666666668,19.166666666666668,0.8333333333333334,213.8,263.6,134.4,92.0,20.6,24.6,0.6
Bills_Dolphins_7_2019,232.8,187.2,139.6,87.8,18.0,14.0,0.8,176.0,270.2,58.2,169.6,8.4,36.0,0.0
Bears_Saints_7_2019,185.4,229.2,80.6,83.0,17.4,13.8,0.6,240.33333333333334,237.66666666666666,104.33333333333333,102.83333333333333,21.333333333333332,20.333333333333332,0.8333333333333334
Falcons_Rams_7_2019,317.8333333333333,271.1666666666667,73.5,117.66666666666667,22.5,31.0,0.16666666666666666,272.5,241.33333333333334,98.33333333333333,105.5,25.5,25.666666666666668,0.5
Lions_Vikings_7_2019,262.2,280.0,107.6,133.8,23.8,23.6,0.5,213.33333333333334,218.83333333333334,159.0,91.5,25.0,15.5,0.6666666666666666
Cowboys_Eagles_7_2019,305.0,238.0,138.83333333333334,93.83333333333333,25.5,19.0,0.5,238.16666666666666,280.1666666666667,111.16666666666667,72.83333333333333,26.833333333333332,24.833333333333332,0.5
Colts_Texans_7_2019,202.0,242.0,142.0,113.2,22.6,23.0,0.6,257.0,268.0,139.83333333333334,88.0,27.0,22.333333333333332,0.6666666666666666
Jets_Patriots_7_2019,156.0,262.2,64.0,95.8,12.6,24.6,0.2,284.8333333333333,161.0,101.5,73.66666666666667,31.666666666666668,8.0,1.0
Giants_Cardinals_7_2019,234.16666666666666,285.0,105.33333333333333,127.33333333333333,18.5,26.666666666666668,0.3333333333333333,254.16666666666666,281.1666666666667,122.66666666666667,132.83333333333334,22.333333333333332,28.5,0.4166666666666667
Titans_Chargers_7_2019,187.66666666666666,217.33333333333334,102.83333333333333,104.5,16.333333333333332,15.333333333333334,0.3333333333333333,288.0,201.16666666666666,80.16666666666667,120.5,20.0,19.666666666666668,0.3333333333333333
Broncos_Chiefs_7_2019,220.16666666666666,196.0,116.0,111.83333333333333,17.666666666666668,17.666666666666668,0.3333333333333333,339.3333333333333,244.33333333333334,82.66666666666667,161.83333333333334,28.666666666666668,24.0,0.6666666666666666
Redskins_49ers_7_2019,205.0,251.0,81.5,134.0,15.0,27.833333333333332,0.16666666666666666,228.2,150.2,179.8,87.2,29.4,12.8,1.0
Seahawks_Ravens_7_2019,268.5,267.0,130.5,92.83333333333333,27.5,24.333333333333332,0.8333333333333334,245.66666666666666,269.5,205.0,80.66666666666667,30.666666666666668,23.333333333333332,0.6666666666666666
Bengals_Jaguars_7_2019,251.16666666666666,241.5,56.5,184.5,16.166666666666668,26.5,0.0,237.33333333333334,241.5,127.5,131.16666666666666,19.5,21.833333333333332,0.3333333333333333
Falcons_Seahawks_8_2019,299.0,274.0,68.42857142857143,113.71428571428571,20.714285714285715,31.857142857142858,0.14285714285714285,264.57142857142856,249.0,127.0,108.0,25.857142857142858,25.142857142857142,0.7142857142857143
Colts_Broncos_8_2019,221.83333333333334,250.16666666666666,128.66666666666666,111.0,23.833333333333332,23.0,0.6666666666666666,207.85714285714286,195.28571428571428,109.57142857142857,107.28571428571429,16.0,19.428571428571427,0.2857142857142857
49ers_Panthers_8_2019,214.5,133.5,172.66666666666666,90.0,26.0,10.666666666666666,1.0,223.5,225.0,129.5,119.0,27.666666666666668,22.166666666666668,0.6666666666666666
Saints_Cardinals_8_2019,245.0,237.28571428571428,111.0,90.57142857142857,23.428571428571427,21.0,0.8571428571428571,230.57142857142858,263.2857142857143,127.42857142857143,129.14285714285714,23.0,27.428571428571427,0.5
Bears_Chargers_8_2019,193.66666666666666,236.5,70.0,94.33333333333333,18.666666666666668,17.5,0.5,293.42857142857144,216.14285714285714,74.28571428571429,117.14285714285714,20.0,20.142857142857142,0.2857142857142857
Steelers_Dolphins_8_2019,200.0,244.16666666666666,76.5,110.16666666666667,20.5,21.833333333333332,0.3333333333333333,192.0,256.5,66.66666666666667,160.83333333333334,10.5,35.166666666666664,0.0
Rams_Bengals_8_2019,275.14285714285717,233.42857142857142,97.14285714285714,95.85714285714286,27.142857142857142,23.428571428571427,0.5714285714285714,252.14285714285714,241.85714285714286,53.142857142857146,189.0,16.285714285714285,26.571428571428573,0.0
Jaguars_Jets_8_2019,238.28571428571428,243.85714285714286,140.14285714285714,117.14285714285714,20.571428571428573,21.142857142857142,0.42857142857142855,142.16666666666666,260.0,66.83333333333333,92.16666666666667,10.5,26.0,0.16666666666666666
Lions_Giants_8_2019,277.1666666666667,289.6666666666667,103.16666666666667,139.16666666666666,24.833333333333332,26.666666666666668,0.4166666666666667,223.0,257.0,105.57142857142857,131.42857142857142,18.857142857142858,26.714285714285715,0.2857142857142857
Texans_Raiders_8_2019,261.85714285714283,275.57142857142856,134.14285714285714,84.28571428571429,26.428571428571427,23.428571428571427,0.5714285714285714,233.0,289.8333333333333,137.83333333333334,86.66666666666667,21.166666666666668,27.5,0.5
Titans_Buccaneers_8_2019,204.57142857142858,232.85714285714286,102.0,95.14285714285714,17.285714285714285,16.0,0.42857142857142855,269.5,304.5,98.16666666666667,68.0,28.833333333333332,30.833333333333332,0.3333333333333333
Vikings_Redskins_8_2019,231.14285714285714,237.85714285714286,160.0,90.0,27.428571428571427,17.571428571428573,0.7142857142857143,182.85714285714286,236.0,84.71428571428571,134.42857142857142,12.857142857142858,25.142857142857142,0.14285714285714285
Chiefs_Packers_8_2019,318.14285714285717,228.57142857142858,82.28571428571429,148.85714285714286,28.857142857142858,21.428571428571427,0.7142857142857143,274.14285714285717,252.14285714285714,99.28571428571429,128.85714285714286,26.285714285714285,19.857142857142858,0.8571428571428571
Bills_Eagles_8_2019,225.33333333333334,201.33333333333334,135.83333333333334,91.33333333333333,20.166666666666668,15.166666666666666,0.8333333333333334,228.14285714285714,270.57142857142856,111.71428571428571,89.42857142857143,24.428571428571427,26.571428571428573,0.42857142857142855
Patriots_Browns_8_2019,279.7142857142857,148.42857142857142,97.57142857142857,74.71428571428571,31.857142857142858,6.857142857142857,1.0,231.33333333333334,219.33333333333334,119.83333333333333,154.0,20.0,25.666666666666668,0.3333333333333333
Ravens_Patriots_9_2019,230.71428571428572,265.42857142857144,204.14285714285714,84.28571428571429,30.571428571428573,22.285714285714285,0.7142857142857143,274.625,148.75,95.25,85.25,31.25,7.625,1.0
Eagles_Bears_9_2019,218.75,256.125,125.0,90.5,25.25,24.875,0.5,198.28571428571428,230.57142857142858,83.14285714285714,86.0,18.285714285714285,17.428571428571427,0.42857142857142855
Chiefs_Vikings_9_2019,309.5,232.0,83.0,145.0,28.25,22.625,0.625,236.375,224.5,160.125,89.375,26.375,16.5,0.75
Bills_Redskins_9_2019,215.28571428571428,194.42857142857142,130.42857142857142,109.42857142857143,19.142857142857142,17.428571428571427,0.7142857142857143,176.375,240.625,84.75,137.75,12.375,24.375,0.125
Broncos_Browns_9_2019,202.625,194.75,110.0,109.75,15.625,18.875,0.25,219.85714285714286,222.14285714285714,125.42857142857143,143.28571428571428,19.0,25.857142857142858,0.2857142857142857
Steelers_Colts_9_2019,205.14285714285714,233.57142857142858,88.14285714285714,103.0,21.428571428571427,20.714285714285715,0.42857142857142855,217.42857142857142,238.14285714285714,128.42857142857142,111.28571428571429,22.571428571428573,21.571428571428573,0.7142857142857143
Chargers_Packers_9_2019,281.125,217.375,69.5,122.75,19.625,19.625,0.375,271.875,251.75,101.625,123.75,26.875,20.375,0.875
Dolphins_Jets_9_2019,188.85714285714286,253.57142857142858,65.71428571428571,160.42857142857142,11.0,34.0,0.0,145.71428571428572,262.57142857142856,63.857142857142854,94.85714285714286,11.142857142857142,26.428571428571427,0.14285714285714285
Panthers_Titans_9_2019,205.85714285714286,215.14285714285714,129.57142857142858,135.14285714285714,25.571428571428573,26.285714285714285,0.5714285714285714,200.75,239.125,98.25,96.5,18.5,16.875,0.5
Jaguars_Texans_9_2019,243.25,234.25,136.5,108.25,21.625,20.375,0.5,261.375,276.75,133.625,85.375,26.5,23.5,0.625
Seahawks_Buccaneers_9_2019,252.875,273.0,130.0,103.125,26.0,24.5,0.75,271.42857142857144,285.85714285714283,99.28571428571429,68.57142857142857,28.0,30.285714285714285,0.2857142857142857
Giants_Cowboys_9_2019,231.375,264.375,102.375,122.375,19.75,27.25,0.25,291.85714285714283,228.0,146.0,96.85714285714286,27.142857142857142,17.714285714285715,0.5714285714285714
Cardinals_49ers_9_2019,226.375,277.0,116.5,130.125,21.25,27.875,0.4375,206.14285714285714,128.71428571428572,181.14285714285714,95.71428571428571,29.571428571428573,11.0,1.0
Raiders_Lions_9_2019,240.42857142857142,285.2857142857143,131.42857142857142,92.85714285714286,21.571428571428573,27.428571428571427,0.42857142857142855,282.7142857142857,289.7142857142857,96.85714285714286,130.71428571428572,25.714285714285715,26.571428571428573,0.5
Bengals_Ravens_10_2019,257.75,258.125,59.5,177.625,15.5,26.25,0.0,222.125,265.75,204.875,83.0,31.375,22.0,0.75
Browns_Bills_10_2019,225.0,216.25,121.0,141.25,19.0,25.625,0.25,206.625,184.625,129.375,111.625,19.75,16.375,0.75
Saints_Falcons_10_2019,261.0,232.25,114.25,84.25,24.375,19.5,0.875,316.75,261.125,68.5,118.375,20.625,31.25,0.125
Colts_Dolphins_10_2019,213.875,231.25,129.75,108.625,22.75,22.125,0.625,198.5,251.625,63.75,150.75,12.875,32.0,0.125
Cowboys_Vikings_10_2019,287.5,220.875,149.25,97.25,28.375,17.75,0.625,233.66666666666666,225.11111111111111,153.0,95.77777777777777,26.0,17.555555555555557,0.6666666666666666
Jets_Giants_10_2019,157.25,263.0,66.25,89.25,12.0,26.375,0.125,224.66666666666666,263.55555555555554,102.11111111111111,127.88888888888889,19.555555555555557,28.333333333333332,0.2222222222222222
Raiders_Chargers_10_2019,245.25,297.5,136.375,92.5,22.75,27.0,0.5,281.3333333333333,208.66666666666666,79.44444444444444,114.11111111111111,20.333333333333332,18.666666666666668,0.4444444444444444
Titans_Chiefs_10_2019,212.88888888888889,236.33333333333334,100.77777777777777,103.11111111111111,18.666666666666668,18.333333333333332,0.4444444444444444,300.6666666666667,229.77777777777777,90.11111111111111,139.55555555555554,28.0,22.666666666666668,0.6666666666666666
Steelers_Rams_10_2019,202.375,228.0,88.375,107.5,22.0,21.125,0.5,287.25,241.375,97.25,96.875,26.75,21.75,0.625
Packers_Panthers_10_2019,257.1111111111111,255.22222222222223,95.33333333333333,127.66666666666667,25.11111111111111,21.0,0.7777777777777778,206.875,227.0,132.875,133.375,26.125,25.5,0.625
Buccaneers_Cardinals_10_2019,277.375,293.5,99.25,78.125,28.75,31.5,0.25,223.88888888888889,280.6666666666667,120.55555555555556,126.88888888888889,21.666666666666668,27.88888888888889,0.3888888888888889
49ers_Seahawks_10_2019,219.125,138.125,171.125,102.875,29.375,12.75,1.0,263.3333333333333,278.1111111111111,131.66666666666666,102.66666666666667,27.555555555555557,25.555555555555557,0.7777777777777778
Bears_Lions_10_2019,186.25,230.125,80.5,93.5,17.75,18.0,0.375,295.25,288.375,96.0,135.75,25.5,27.125,0.4375
