,home_off_pass_ypg,home_def_pass_ypg,home_off_rush_ypg,home_def_rush_ypg,home_off_ppg,home_def_ppg,home_win_pct,away_off_pass_ypg,away_def_pass_ypg,away_off_rush_ypg,away_def_rush_ypg,away_off_ppg,away_def_ppg,away_win_pct
Chiefs_Redskins_4_2017,235.33333333333334,257.3333333333333,162.0,111.66666666666667,31.0,19.0,1.0,237.33333333333334,209.66666666666666,136.33333333333334,62.333333333333336,23.666666666666668,20.0,0.6666666666666666
Buccaneers_Giants_4_2017,255.0,329.5,71.5,72.5,23.0,20.5,0.5,257.3333333333333,181.0,48.666666666666664,153.33333333333334,12.333333333333334,23.333333333333332,0.0
Colts_49ers_5_2017,180.5,283.5,85.25,112.75,17.75,34.0,0.25,193.25,240.25,104.5,106.0,16.5,23.5,0.0
Buccaneers_Patriots_5_2017,277.6666666666667,315.6666666666667,84.66666666666667,78.66666666666667,23.666666666666668,21.333333333333332,0.6666666666666666,328.25,324.0,95.5,132.75,32.25,32.0,0.5
Giants_Chargers_5_2017,265.0,216.5,59.25,142.75,15.0,23.75,0.0,269.0,192.0,67.5,163.5,18.0,23.25,0.0
Dolphins_Titans_5_2017,182.66666666666666,272.3333333333333,66.33333333333333,77.66666666666667,8.333333333333334,19.0,0.3333333333333333,200.0,274.25,138.75,112.5,25.0,31.5,0.5
Steelers_Jaguars_5_2017,227.0,154.0,95.0,113.0,22.5,14.75,0.75,179.0,147.0,148.75,165.5,27.25,18.5,0.5
Raiders_Ravens_5_2017,201.5,227.75,86.25,120.0,22.75,19.75,0.5,142.5,222.25,127.25,127.25,15.0,20.0,0.5
Bengals_Bills_5_2017,203.0,164.75,88.75,108.5,16.0,16.75,0.25,171.5,212.75,112.75,93.25,18.25,13.5,0.75
Rams_Seahawks_5_2017,270.25,216.25,113.5,151.5,35.5,26.25,0.75,240.75,184.75,121.0,134.0,23.5,19.25,0.5
Cowboys_Packers_5_2017,229.0,231.75,114.25,107.5,23.5,24.25,0.5,260.75,188.5,74.5,111.0,25.5,20.25,0.75
Eagles_Cardinals_5_2017,249.5,285.0,143.0,70.75,25.75,23.0,0.75,292.25,214.75,57.0,88.0,18.5,22.75,0.5
Bears_Vikings_5_2017,188.75,220.75,117.5,85.5,15.25,26.0,0.25,263.25,246.75,108.0,71.25,19.75,19.0,0.5
Texans_Chiefs_5_2017,193.0,196.0,139.75,95.5,27.5,22.0,0.5,241.75,248.0,163.5,111.5,30.5,19.25,1.0
Browns_Jets_5_2017,219.5,240.75,76.5,87.25,15.75,26.75,0.0,192.25,194.75,130.75,143.75,18.75,23.0,0.5
Lions_Panthers_5_2017,202.75,236.25,97.0,86.25,24.75,17.5,0.75,202.25,194.75,116.25,87.25,19.5,17.5,0.75
Cardinals_Buccaneers_6_2017,289.0,231.2,51.8,94.8,16.2,25.0,0.4,288.0,309.0,86.0,87.25,21.25,20.75,0.5
Redskins_49ers_6_2017,233.0,222.5,130.0,88.75,22.75,22.25,0.5,221.8,249.8,96.8,116.6,17.8,24.0,0.0
Jaguars_Rams_6_2017,159.6,177.8,165.2,146.4,27.8,16.6,0.6,271.2,208.8,110.8,133.6,30.4,24.2,0.6
Ravens_Bears_6_2017,158.4,205.2,130.4,123.4,18.0,19.4,0.6,182.8,204.8,117.0,100.2,15.6,24.8,0.2
Broncos_Giants_6_2017,198.25,210.0,143.0,50.75,24.5,18.5,0.75,248.6,224.8,77.8,139.0,16.4,24.4,0.0
Texans_Browns_6_2017,204.0,221.4,140.6,101.8,28.8,26.0,0.4,231.4,228.2,89.2,76.6,15.4,24.8,0.0
Saints_Lions_6_2017,276.5,265.25,94.0,109.5,23.25,19.5,0.5,200.6,255.8,87.6,74.6,24.6,19.4,0.6
Vikings_Packers_6_2017,238.8,229.2,118.2,80.0,19.8,18.6,0.6,245.0,199.8,91.6,121.4,27.4,22.4,0.8
Titans_Colts_6_2017,183.8,235.0,124.8,110.0,22.0,28.4,0.4,202.0,294.0,100.0,103.4,19.4,31.8,0.4
Chiefs_Steelers_6_2017,258.0,248.0,156.2,118.0,32.8,22.2,1.0,241.8,139.6,90.0,136.6,19.8,17.8,0.6
Panthers_Eagles_6_2017,228.6,194.2,98.6,79.8,21.0,18.8,0.8,259.0,283.2,138.8,62.8,27.4,19.8,0.8
Falcons_Dolphins_6_2017,262.5,225.25,125.75,93.0,26.0,22.25,0.75,156.5,234.0,74.75,75.5,10.25,16.75,0.5
Raiders_Chargers_6_2017,188.6,226.6,90.6,124.6,21.6,21.8,0.4,266.8,190.2,78.8,161.2,19.8,23.0,0.2
Jets_Patriots_6_2017,189.4,211.6,111.4,143.0,18.4,21.2,0.6,320.4,323.0,99.0,124.2,29.6,28.4,0.6
Patriots_Falcons_7_2017,309.8333333333333,324.8333333333333,102.16666666666667,115.83333333333333,28.666666666666668,26.5,0.6666666666666666,257.8,210.4,120.6,102.0,24.2,21.8,0.6
Steelers_Bengals_7_2017,242.33333333333334,153.5,107.33333333333333,118.5,19.666666666666668,17.0,0.6666666666666666,227.0,159.6,84.0,103.2,16.8,16.6,0.4
Vikings_Ravens_7_2017,238.83333333333334,216.83333333333334,117.16666666666667,78.66666666666667,20.333333333333332,17.166666666666668,0.6666666666666666,159.66666666666666,189.5,129.5,141.33333333333334,19.0,20.666666666666668,0.5
Bills_Buccaneers_7_2017,165.0,234.8,106.6,87.6,17.8,14.8,0.6,299.2,301.6,82.8,101.8,23.6,24.2,0.4
Colts_Jaguars_7_2017,203.66666666666666,295.8333333333333,97.5,114.16666666666667,19.833333333333332,32.5,0.3333333333333333,169.66666666666666,166.0,165.83333333333334,145.66666666666666,26.0,18.333333333333332,0.5
Dolphins_Jets_7_2017,155.4,235.0,87.4,80.4,12.2,16.8,0.6,213.5,219.16666666666666,105.16666666666667,138.83333333333334,18.166666666666668,21.666666666666668,0.5
Eagles_Redskins_7_2017,250.66666666666666,273.5,132.5,65.66666666666667,27.5,20.333333333333332,0.8333333333333334,251.4,228.0,122.8,88.0,23.4,22.6,0.6
49ers_Cowboys_7_2017,226.5,262.3333333333333,94.83333333333333,112.83333333333333,18.833333333333332,24.333333333333332,0.0,232.2,221.8,124.0,118.0,25.0,26.4,0.4
Rams_Cardinals_7_2017,243.83333333333334,210.66666666666666,116.0,139.5,29.833333333333332,23.0,0.6666666666666666,286.1666666666667,250.0,69.83333333333333,90.66666666666667,19.833333333333332,26.333333333333332,0.5
Packers_Saints_7_2017,230.0,206.33333333333334,88.33333333333333,119.83333333333333,24.5,22.5,0.6666666666666666,258.4,268.4,113.8,100.8,29.0,23.2,0.6
Giants_Seahawks_7_2017,226.83333333333334,248.33333333333334,89.5,123.5,17.5,22.0,0.16666666666666666,228.4,202.8,109.2,127.2,22.0,17.4,0.6
Raiders_Chiefs_7_2017,184.66666666666666,232.66666666666666,93.66666666666667,117.16666666666667,20.666666666666668,21.0,0.3333333333333333,252.16666666666666,247.5,134.83333333333334,130.66666666666666,29.5,21.666666666666668,0.8333333333333334
Chargers_Broncos_7_2017,266.1666666666667,186.0,79.0,152.5,19.333333333333332,21.833333333333332,0.3333333333333333,231.8,191.6,123.6,70.2,21.6,19.4,0.6
Bears_Panthers_7_2017,170.83333333333334,198.33333333333334,136.0,104.33333333333333,17.5,24.666666666666668,0.3333333333333333,228.0,196.66666666666666,95.5,83.33333333333333,21.333333333333332,20.333333333333332,0.6666666666666666
Browns_Titans_7_2017,211.66666666666666,226.33333333333334,96.66666666666667,84.33333333333333,15.666666666666666,26.166666666666668,0.0,204.0,231.16666666666666,132.0,105.83333333333333,24.333333333333332,27.333333333333332,0.5
Jets_Falcons_8_2017,208.71428571428572,231.28571428571428,103.28571428571429,126.57142857142857,19.571428571428573,23.0,0.42857142857142855,252.0,215.5,120.5,112.0,21.333333333333332,22.0,0.5
Ravens_Dolphins_8_2017,157.42857142857142,189.28571428571428,120.14285714285714,145.28571428571428,18.571428571428573,21.142857142857142,0.42857142857142855,180.16666666666666,225.83333333333334,81.66666666666667,82.33333333333333,15.333333333333334,18.666666666666668,0.6666666666666666
Seahawks_Texans_8_2017,243.83333333333334,190.83333333333334,108.33333333333333,113.66666666666667,22.333333333333332,15.666666666666666,0.6666666666666666,206.16666666666666,203.33333333333334,137.66666666666666,107.16666666666667,29.5,24.5,0.5
Bengals_Colts_8_2017,207.16666666666666,177.66666666666666,81.83333333333333,111.33333333333333,16.333333333333332,18.666666666666668,0.3333333333333333,194.0,300.7142857142857,97.28571428571429,124.71428571428571,17.0,31.714285714285715,0.2857142857142857
Buccaneers_Panthers_8_2017,312.3333333333333,294.8333333333333,80.5,113.66666666666667,24.166666666666668,25.166666666666668,0.3333333333333333,221.85714285714286,180.71428571428572,97.28571428571429,81.14285714285714,18.714285714285715,19.857142857142858,0.5714285714285714
Bills_Raiders_8_2017,181.0,258.6666666666667,117.66666666666667,84.5,19.833333333333332,16.833333333333332,0.6666666666666666,217.85714285714286,246.71428571428572,92.85714285714286,113.85714285714286,22.142857142857142,22.285714285714285,0.42857142857142855
Patriots_Chargers_8_2017,300.0,310.2857142857143,110.71428571428571,116.42857142857143,27.857142857142858,23.714285714285715,0.7142857142857143,251.28571428571428,185.42857142857142,79.14285714285714,140.57142857142858,19.571428571428573,18.714285714285715,0.42857142857142855
Redskins_Cowboys_8_2017,254.33333333333334,230.66666666666666,114.83333333333333,94.5,23.5,24.5,0.5,232.83333333333334,216.0,147.5,115.5,27.5,23.666666666666668,0.5
Saints_Bears_8_2017,269.3333333333333,236.83333333333334,121.66666666666667,114.16666666666667,28.5,22.166666666666668,0.6666666666666666,158.57142857142858,196.42857142857142,126.28571428571429,104.85714285714286,17.428571428571427,21.571428571428573,0.42857142857142855
Lions_Steelers_8_2017,214.0,244.16666666666666,84.0,94.33333333333333,26.833333333333332,24.833333333333332,0.5,246.0,147.0,113.71428571428571,111.71428571428571,21.0,16.571428571428573,0.7142857142857143
Chiefs_Broncos_8_2017,263.42857142857144,271.7142857142857,129.0,124.57142857142857,29.571428571428573,23.0,0.7142857142857143,223.5,186.66666666666666,114.5,71.83333333333333,18.0,19.666666666666668,0.5
Eagles_49ers_8_2017,249.71428571428572,272.85714285714283,131.71428571428572,67.0,28.428571428571427,20.857142857142858,0.8571428571428571,220.85714285714286,258.57142857142856,96.0,134.57142857142858,17.571428571428573,26.571428571428573,0.0
Browns_Vikings_8_2017,212.57142857142858,221.0,92.28571428571429,83.71428571428571,14.714285714285714,24.142857142857142,0.0,231.57142857142858,206.42857142857142,124.57142857142857,76.57142857142857,20.857142857142858,17.0,0.7142857142857143
Cowboys_Chiefs_9_2017,219.28571428571428,218.85714285714286,150.57142857142858,106.0,28.285714285714285,23.0,0.5714285714285714,255.125,261.125,122.75,131.125,29.5,22.5,0.75
Packers_Lions_9_2017,208.42857142857142,223.14285714285714,101.57142857142857,125.71428571428571,23.428571428571427,23.0,0.5714285714285714,242.14285714285714,254.57142857142858,82.14285714285714,91.57142857142857,25.142857142857142,24.142857142857142,0.42857142857142855
Jaguars_Bengals_9_2017,192.57142857142858,161.71428571428572,169.0,138.57142857142858,26.142857142857142,15.714285714285714,0.5714285714285714,208.71428571428572,183.14285714285714,78.42857142857143,111.85714285714286,17.428571428571427,19.285714285714285,0.42857142857142855
Eagles_Broncos_9_2017,242.5,256.75,129.25,70.375,29.0,19.5,0.875,218.28571428571428,188.14285714285714,123.42857142857143,72.85714285714286,18.142857142857142,21.0,0.42857142857142855
Seahawks_Redskins_9_2017,272.7142857142857,216.0,97.57142857142857,117.71428571428571,25.0,18.857142857142858,0.7142857142857143,251.71428571428572,217.42857142857142,105.42857142857143,105.14285714285714,22.857142857142858,25.714285714285715,0.42857142857142855
Panthers_Falcons_9_2017,213.375,182.375,97.625,81.625,18.5,17.75,0.625,251.14285714285714,218.42857142857142,123.28571428571429,102.14285714285714,21.857142857142858,21.714285714285715,0.5714285714285714
Titans_Ravens_9_2017,201.85714285714286,229.28571428571428,124.57142857142857,100.14285714285714,22.571428571428573,24.714285714285715,0.5714285714285714,152.875,184.5,126.875,132.75,21.25,18.5,0.5
Texans_Colts_9_2017,229.14285714285714,238.0,138.28571428571428,96.57142857142857,30.714285714285715,26.857142857142858,0.42857142857142855,196.75,290.375,99.5,116.375,17.75,30.75,0.25
Giants_Rams_9_2017,213.14285714285714,258.7142857142857,83.28571428571429,120.71428571428571,16.0,22.285714285714285,0.14285714285714285,241.57142857142858,205.0,127.57142857142857,123.14285714285714,30.285714285714285,19.714285714285715,0.7142857142857143
Dolphins_Raiders_9_2017,176.0,210.85714285714286,76.42857142857143,95.42857142857143,13.142857142857142,21.714285714285715,0.5714285714285714,229.75,236.5,88.0,120.375,21.125,23.75,0.375
Saints_Buccaneers_9_2017,271.7142857142857,224.42857142857142,118.71428571428571,120.28571428571429,27.285714285714285,20.714285714285715,0.7142857142857143,295.42857142857144,274.7142857142857,81.14285714285714,111.71428571428571,21.142857142857142,24.0,0.2857142857142857
49ers_Cardinals_9_2017,211.25,250.25,95.75,131.75,16.625,27.375,0.0,269.7142857142857,246.85714285714286,63.42857142857143,105.85714285714286,17.0,27.285714285714285,0.42857142857142855
Jets_Bills_9_2017,212.125,233.125,95.75,128.25,19.625,23.25,0.375,178.71428571428572,266.42857142857144,124.57142857142857,80.14285714285714,21.857142857142858,16.428571428571427,0.7142857142857143
Rams_Texans_10_2017,250.25,205.375,131.875,121.625,32.875,19.375,0.75,224.75,243.125,132.75,96.0,28.625,26.0,0.375
Bears_Packers_10_2017,157.5,207.625,130.125,104.375,16.75,21.375,0.375,211.5,239.375,98.625,118.0,22.625,23.875,0.5
Broncos_Patriots_10_2017,214.875,192.375,112.375,88.375,18.75,24.75,0.375,302.125,295.5,109.0,121.5,27.0,22.375,0.75
Redskins_Vikings_10_2017,244.375,226.375,98.625,110.5,22.125,24.25,0.5,238.5,200.75,120.0,81.375,22.375,16.875,0.75
Bills_Saints_10_2017,186.875,250.25,116.875,94.375,21.75,18.625,0.625,269.75,210.5,122.75,116.125,27.625,19.375,0.75
Titans_Bengals_10_2017,199.875,234.125,117.875,96.75,22.625,24.125,0.625,197.5,192.625,72.25,116.5,16.125,19.75,0.375
Colts_Steelers_10_2017,205.88888888888889,279.6666666666667,98.66666666666667,113.88888888888889,18.0,28.88888888888889,0.3333333333333333,254.875,180.0,108.875,106.625,20.875,16.375,0.75
Cardinals_Seahawks_10_2017,261.125,249.25,76.375,100.5,17.375,25.125,0.5,274.75,213.125,103.875,109.375,23.625,18.625,0.625
Falcons_Cowboys_10_2017,257.5,207.25,114.5,114.5,21.25,21.5,0.5,222.375,223.375,148.125,101.25,28.25,22.25,0.625
Lions_Browns_10_2017,256.0,251.875,79.875,89.875,25.75,23.25,0.5,206.125,229.25,95.125,84.25,14.875,25.25,0.0
Panthers_Dolphins_10_2017,204.0,195.66666666666666,109.11111111111111,78.44444444444444,18.666666666666668,17.666666666666668,0.6666666666666666,192.625,221.375,77.625,94.0,14.5,22.375,0.5
Buccaneers_Jets_10_2017,272.625,272.375,81.875,116.625,19.75,24.75,0.25,203.77777777777777,234.33333333333334,106.66666666666667,121.0,21.22222222222222,23.0,0.4444444444444444
Jaguars_Chargers_10_2017,200.875,156.375,166.5,124.875,25.75,14.625,0.625,243.875,201.875,88.875,135.125,18.75,19.0,0.375
49ers_Giants_10_2017,217.33333333333334,244.77777777777777,92.11111111111111,135.66666666666666,15.88888888888889,26.555555555555557,0.0,212.5,265.25,86.75,125.875,16.125,25.875,0.125
Chargers_Bills_11_2017,242.88888888888889,208.66666666666666,88.66666666666667,135.11111111111111,18.555555555555557,19.11111111111111,0.3333333333333333,180.44444444444446,242.88888888888889,111.55555555555556,117.0,20.444444444444443,21.77777777777778,0.5555555555555556
Seahawks_Falcons_11_2017,267.77777777777777,217.88888888888889,100.66666666666667,101.0,23.444444444444443,18.333333333333332,0.6666666666666666,251.55555555555554,198.22222222222223,116.44444444444444,113.66666666666667,21.88888888888889,19.88888888888889,0.5555555555555556
Cowboys_Eagles_11_2017,211.66666666666666,221.22222222222223,143.55555555555554,104.66666666666667,25.88888888888889,22.77777777777778,0.5555555555555556,240.22222222222223,249.44444444444446,136.77777777777777,66.44444444444444,31.444444444444443,19.88888888888889,0.8888888888888888
Saints_Redskins_11_2017,260.22222222222223,201.44444444444446,142.22222222222223,110.88888888888889,29.77777777777778,18.333333333333332,0.7777777777777778,252.0,235.0,96.66666666666667,109.55555555555556,23.0,25.77777777777778,0.4444444444444444
Giants_Chiefs_11_2017,217.77777777777777,267.77777777777777,89.77777777777777,132.55555555555554,16.666666666666668,26.444444444444443,0.1111111111111111,255.11111111111111,259.22222222222223,116.66666666666667,131.11111111111111,28.11111111111111,23.11111111111111,0.6666666666666666
Packers_Ravens_11_2017,208.22222222222223,242.55555555555554,105.44444444444444,111.0,22.666666666666668,23.0,0.5555555555555556,165.66666666666666,184.66666666666666,120.88888888888889,125.88888888888889,21.11111111111111,19.0,0.4444444444444444
Steelers_Titans_11_2017,251.88888888888889,181.77777777777777,106.55555555555556,102.66666666666667,20.77777777777778,16.444444444444443,0.7777777777777778,203.88888888888889,236.44444444444446,124.77777777777777,91.88888888888889,22.77777777777778,23.666666666666668,0.6666666666666666
Vikings_Rams_11_2017,245.77777777777777,213.22222222222223,118.0,81.33333333333333,24.11111111111111,18.333333333333332,0.7777777777777778,260.1111111111111,204.11111111111111,128.77777777777777,118.0,32.888888888888886,18.0,0.7777777777777778
Dolphins_Buccaneers_11_2017,194.88888888888889,225.0,80.11111111111111,116.22222222222223,15.222222222222221,24.88888888888889,0.4444444444444444,262.44444444444446,266.44444444444446,82.77777777777777,109.88888888888889,19.22222222222222,23.11111111111111,0.3333333333333333
Raiders_Patriots_11_2017,237.0,244.55555555555554,87.55555555555556,116.55555555555556,21.77777777777778,23.77777777777778,0.4444444444444444,301.55555555555554,287.22222222222223,107.88888888888889,121.11111111111111,28.555555555555557,21.666666666666668,0.7777777777777778
Browns_Jaguars_11_2017,206.77777777777777,230.55555555555554,106.88888888888889,86.44444444444444,15.88888888888889,26.666666666666668,0.0,207.77777777777777,165.11111111111111,163.0,120.66666666666667,25.11111111111111,14.88888888888889,0.6666666666666666
Broncos_Bengals_11_2017,215.55555555555554,204.0,113.0,89.55555555555556,18.444444444444443,26.555555555555557,0.3333333333333333,203.88888888888889,197.44444444444446,70.11111111111111,123.55555555555556,16.555555555555557,20.22222222222222,0.3333333333333333
Bears_Lions_11_2017,169.77777777777777,204.77777777777777,121.77777777777777,110.55555555555556,16.666666666666668,21.555555555555557,0.3333333333333333,254.33333333333334,247.44444444444446,82.55555555555556,102.22222222222223,27.11111111111111,23.333333333333332,0.5555555555555556
Texans_Cardinals_11_2017,221.33333333333334,253.77777777777777,127.88888888888889,96.88888888888889,26.22222222222222,26.77777777777778,0.3333333333333333,260.55555555555554,245.11111111111111,71.66666666666667,97.66666666666667,17.22222222222222,24.77777777777778,0.4444444444444444
Raiders_Broncos_12_2017,236.8,253.3,89.7,113.8,20.4,24.7,0.4,216.9,197.7,112.9,85.5,18.3,25.9,0.3
Chiefs_Bills_12_2017,252.5,253.8,118.4,129.2,26.2,22.0,0.6,184.4,246.9,117.7,119.9,20.8,25.0,0.5
Jets_Panthers_12_2017,205.3,229.0,101.6,117.9,20.1,22.2,0.4,209.0,197.4,127.6,80.6,21.3,18.0,0.7
Cowboys_Chargers_12_2017,201.8,215.9,140.4,115.7,24.2,24.2,0.5,246.9,209.8,94.4,138.9,22.1,19.6,0.4
Steelers_Packers_12_2017,255.1,190.0,102.4,97.6,22.7,16.5,0.8,206.4,234.4,102.4,105.7,20.4,23.0,0.5
Rams_Saints_12_2017,255.0,211.7,120.4,123.3,30.3,18.6,0.7,271.7,211.3,144.0,115.4,30.2,19.6,0.8
Eagles_Bears_12_2017,233.0,235.8,144.6,71.0,32.0,18.8,0.9,170.4,213.0,131.8,106.0,17.4,22.1,0.3
49ers_Seahawks_12_2017,224.4,246.3,101.5,133.5,17.4,26.0,0.1,263.4,215.1,104.2,99.8,24.2,19.9,0.6
Bengals_Browns_12_2017,197.6,200.6,68.0,122.4,16.9,19.9,0.4,199.5,222.0,101.2,91.7,15.0,25.9,0.0
Colts_Titans_12_2017,204.9,274.5,95.9,111.3,17.9,28.0,0.3,209.9,241.2,117.5,89.2,22.2,25.3,0.6
Redskins_Giants_12_2017,256.8,249.0,102.6,114.6,23.8,26.6,0.4,216.5,263.9,92.0,132.7,16.2,24.7,0.2
Ravens_Texans_12_2017,165.2,185.2,114.6,120.8,21.3,17.1,0.5,221.5,252.8,128.5,92.0,26.7,26.2,0.4
Cardinals_Jaguars_12_2017,258.9,242.9,69.3,101.3,17.6,25.4,0.4,201.5,162.0,160.6,113.6,24.5,14.1,0.7
Patriots_Dolphins_12_2017,304.6,282.0,106.0,119.9,29.0,20.3,0.8,211.9,229.3,80.4,109.9,15.7,25.4,0.4
Falcons_Buccaneers_12_2017,245.4,200.8,113.7,115.9,23.1,21.0,0.6,263.0,276.3,79.8,107.2,20.3,22.8,0.4
Lions_Vikings_12_2017,257.6,240.3,80.8,114.2,27.1,23.4,0.6,249.2,212.8,123.3,77.7,24.1,17.2,0.8
Dolphins_Broncos_13_2017,206.63636363636363,228.54545454545453,79.18181818181819,117.72727272727273,15.818181818181818,26.272727272727273,0.36363636363636365,211.72727272727272,201.9090909090909,107.72727272727273,87.18181818181819,17.90909090909091,25.454545454545453,0.2727272727272727
Cowboys_Redskins_13_2017,198.72727272727272,235.72727272727272,134.8181818181818,112.54545454545455,22.545454545454547,24.545454545454547,0.45454545454545453,251.72727272727272,234.1818181818182,104.36363636363636,111.81818181818181,23.454545454545453,25.09090909090909,0.45454545454545453
Saints_Panthers_13_2017,267.27272727272725,221.8181818181818,142.0909090909091,112.9090909090909,29.272727272727273,20.181818181818183,0.7272727272727273,204.0,205.0909090909091,129.1818181818182,83.18181818181819,22.545454545454547,18.818181818181817,0.7272727272727273
Bears_49ers_13_2017,167.0909090909091,215.8181818181818,120.36363636363636,112.36363636363636,16.09090909090909,22.90909090909091,0.2727272727272727,221.8181818181818,244.63636363636363,99.9090909090909,129.54545454545453,17.0,25.818181818181817,0.09090909090909091
Bills_Patriots_13_2017,182.54545454545453,240.9090909090909,116.45454545454545,114.0,20.363636363636363,23.636363636363637,0.5454545454545454,297.0,270.3636363636364,114.18181818181819,115.0909090909091,29.545454545454547,20.0,0.8181818181818182
Jets_Chiefs_13_2017,212.27272727272728,222.1818181818182,102.27272727272727,120.36363636363636,20.727272727272727,23.363636363636363,0.36363636363636365,246.0,245.63636363636363,112.63636363636364,126.9090909090909,24.727272727272727,21.454545454545453,0.5454545454545454
Raiders_Giants_13_2017,237.45454545454547,244.8181818181818,91.0,108.54545454545455,20.454545454545453,23.727272727272727,0.45454545454545453,204.63636363636363,258.1818181818182,91.27272727272727,131.72727272727272,15.636363636363637,24.272727272727273,0.18181818181818182
Cardinals_Rams_13_2017,256.8181818181818,232.45454545454547,72.81818181818181,100.36363636363636,18.454545454545453,25.272727272727273,0.45454545454545453,261.54545454545456,212.72727272727272,117.45454545454545,123.27272727272727,29.90909090909091,18.727272727272727,0.7272727272727273
Seahawks_Eagles_13_2017,260.1818181818182,213.36363636363637,102.9090909090909,98.36363636363636,24.181818181818183,19.272727272727273,0.6363636363636364,234.0,226.54545454545453,147.45454545454547,65.0909090909091,31.90909090909091,17.363636363636363,0.9090909090909091
Titans_Texans_13_2017,207.54545454545453,234.27272727272728,115.18181818181819,89.18181818181819,22.0,24.454545454545453,0.6363636363636364,222.9090909090909,243.9090909090909,122.81818181818181,96.27272727272727,25.727272727272727,25.90909090909091,0.36363636363636365
Falcons_Vikings_13_2017,256.54545454545456,207.9090909090909,116.81818181818181,113.9090909090909,24.09090909090909,20.90909090909091,0.6363636363636364,251.27272727272728,214.9090909090909,124.45454545454545,75.45454545454545,24.636363636363637,17.727272727272727,0.8181818181818182
Chargers_Browns_13_2017,263.90909090909093,206.0,93.18181818181819,133.45454545454547,22.636363636363637,18.363636363636363,0.45454545454545453,202.8181818181818,220.8181818181818,107.36363636363636,97.18181818181819,15.090909090909092,26.272727272727273,0.0
Ravens_Lions_13_2017,164.27272727272728,189.9090909090909,116.81818181818181,115.81818181818181,21.454545454545453,17.0,0.5454545454545454,255.63636363636363,243.1818181818182,78.27272727272727,116.18181818181819,26.727272727272727,24.0,0.5454545454545454
Packers_Buccaneers_13_2017,208.27272727272728,244.0909090909091,100.36363636363636,107.0909090909091,21.09090909090909,23.727272727272727,0.45454545454545453,264.45454545454544,284.6363636363636,81.0909090909091,110.9090909090909,20.272727272727273,23.818181818181817,0.36363636363636365
Jaguars_Colts_13_2017,194.8181818181818,168.72727272727272,154.27272727272728,113.0909090909091,24.454545454545453,15.272727272727273,0.6363636363636364,201.27272727272728,266.27272727272725,95.27272727272727,109.54545454545455,17.727272727272727,27.272727272727273,0.2727272727272727
Bengals_Steelers_13_2017,198.63636363636363,203.8181818181818,75.63636363636364,126.63636363636364,18.09090909090909,19.545454545454547,0.45454545454545453,262.90909090909093,193.36363636363637,104.0909090909091,96.0,23.454545454545453,17.545454545454547,0.8181818181818182
Buccaneers_Lions_14_2017,261.5833333333333,267.3333333333333,88.08333333333333,118.25,20.25,24.0,0.3333333333333333,258.8333333333333,245.33333333333334,78.25,114.91666666666667,26.166666666666668,25.666666666666668,0.5
Bills_Colts_14_2017,174.41666666666666,241.16666666666666,122.0,120.41666666666667,18.916666666666668,23.583333333333332,0.5,196.91666666666666,271.5833333333333,99.08333333333333,108.41666666666667,17.083333333333332,27.5,0.25
Steelers_Ravens_14_2017,264.5,195.83333333333334,103.08333333333333,98.83333333333333,23.416666666666668,17.75,0.8333333333333334,173.0,198.58333333333334,115.5,112.66666666666667,23.333333333333332,17.25,0.5833333333333334
Chiefs_Raiders_14_2017,255.66666666666666,252.75,112.58333333333333,129.41666666666666,25.25,22.833333333333332,0.5,241.16666666666666,241.08333333333334,93.33333333333333,104.91666666666667,20.75,23.166666666666668,0.5
Falcons_Saints_14_2017,249.58333333333334,207.83333333333334,115.58333333333333,113.16666666666667,22.833333333333332,20.333333333333332,0.5833333333333334,266.0,217.25,142.58333333333334,112.83333333333333,29.416666666666668,20.25,0.75
Cardinals_Titans_14_2017,251.0,230.83333333333334,76.58333333333333,99.5,18.25,25.833333333333332,0.4166666666666667,202.41666666666666,242.33333333333334,122.08333333333333,86.16666666666667,22.166666666666668,23.5,0.6666666666666666
Bengals_Bears_14_2017,200.66666666666666,210.33333333333334,80.16666666666667,123.75,18.25,19.833333333333332,0.4166666666666667,160.25,221.0,115.5,112.16666666666667,15.916666666666666,22.25,0.25
Dolphins_Patriots_14_2017,207.91666666666666,223.41666666666666,84.66666666666667,116.5,17.416666666666668,24.833333333333332,0.4166666666666667,292.5833333333333,254.91666666666666,120.58333333333333,120.75,29.0,18.583333333333332,0.8333333333333334
Giants_Cowboys_14_2017,204.25,260.1666666666667,89.08333333333333,130.66666666666666,15.75,24.25,0.16666666666666666,189.91666666666666,234.75,138.75,107.83333333333333,23.833333333333332,23.666666666666668,0.5
Rams_Eagles_14_2017,257.5,210.58333333333334,115.16666666666667,122.83333333333333,30.083333333333332,18.5,0.75,241.75,225.08333333333334,143.33333333333334,68.08333333333333,30.083333333333332,17.916666666666668,0.8333333333333334
Broncos_Jets_14_2017,208.0,203.58333333333334,107.33333333333333,92.0,17.166666666666668,26.25,0.25,222.16666666666666,233.83333333333334,106.83333333333333,119.66666666666667,22.166666666666668,24.0,0.4166666666666667
Panthers_Vikings_14_2017,200.91666666666666,209.0,127.75,88.58333333333333,22.416666666666668,19.833333333333332,0.6666666666666666,247.58333333333334,211.41666666666666,122.83333333333333,77.66666666666667,23.75,17.0,0.8333333333333334
